Rank;Title;Score;Source;Category;URL;Additional_Info
18;Kizumonogatari Part 1: Tekketsu;4.1;animeplanet;ecchi;https://www.anime-planet.com/anime/kizumonogatari-part-1-tekketsu;Movie (1 ep) | 2016
19;Food Wars! The Fourth Plate;4.1;animeplanet;ecchi;https://www.anime-planet.com/anime/food-wars-the-fourth-plate;TV (12 eps) | 2019
20;Fire Force Season 2;4.1;animeplanet;ecchi;https://www.anime-planet.com/anime/fire-force-season-2;TV (24 eps) | 2020
1;The Apothecary Diaries;4.6;animeplanet;slice_of_life;https://www.anime-planet.com/anime/the-apothecary-diaries;TV (24 eps) | 2023 - 2024
2;The Apothecary Diaries 2nd Season;4.6;animeplanet;slice_of_life;https://www.anime-planet.com/anime/the-apothecary-diaries-2nd-season;TV (23+ eps) | 2025 - ?
3;Natsume's Book of Friends Season 5;4.4;animeplanet;slice_of_life;https://www.anime-planet.com/anime/natsumes-book-of-friends-season-5;TV (11 eps) | 2016
4;Natsume's Book of Friends Season 4;4.4;animeplanet;slice_of_life;https://www.anime-planet.com/anime/natsumes-book-of-friends-season-4;TV (13 eps) | 2012
5;Wolf Children;4.4;animeplanet;slice_of_life;https://www.anime-planet.com/anime/wolf-children;Movie (1 ep) | 2012
6;Natsume's Book of Friends Season 3;4.4;animeplanet;slice_of_life;https://www.anime-planet.com/anime/natsumes-book-of-friends-season-3;TV (13 eps) | 2011
7;The Disastrous Life of Saiki K. 2nd Season;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-2nd-season;TV (24 eps) | 2018
8;Oshi no Ko;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/oshi-no-ko;TV (11 eps) | 2023
9;Oshi no Ko 2nd Season;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/oshi-no-ko-2nd-season;TV (13 eps) | 2024
10;March Comes in like a Lion 2nd Season;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/march-comes-in-like-a-lion-2nd-season;TV (22 eps) | 2017 - 2018
11;Bocchi the Rock!;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/bocchi-the-rock;TV (12 eps) | 2022
12;Natsume's Book of Friends Season 2;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/natsumes-book-of-friends-season-2;TV (13 eps) | 2009
13;The Disastrous Life of Saiki K.;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k;TV (120 eps) | 2016
14;Bunny Drop;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/bunny-drop;TV (11 eps) | 2011
15;Laid-Back Camp 2nd Season;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/laid-back-camp-2nd-season;TV (13 eps) | 2021
16;Josee, the Tiger and the Fish;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/josee-the-tiger-and-the-fish;Movie (1 ep) | 2020
17;Barakamon;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/barakamon;TV (12 eps) | 2014
18;Natsume's Book of Friends Season 5 Specials;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/natsumes-book-of-friends-season-5-specials;DVD Special (2 eps) | 2017
19;School Babysitters;4.3;animeplanet;slice_of_life;https://www.anime-planet.com/anime/school-babysitters;TV (12 eps) | 2018
20;A Sign of Affection;4.2;animeplanet;slice_of_life;https://www.anime-planet.com/anime/a-sign-of-affection;TV (12 eps) | 2024
1;One Piece: Fan Letter;4.5;animeplanet;comedy;https://www.anime-planet.com/anime/one-piece-fan-letter;TV Special (1 ep) | 2024
2;Kaguya-sama: Love is War - Ultra Romantic;4.5;animeplanet;comedy;https://www.anime-planet.com/anime/kaguya-sama-love-is-war-ultra-romantic;TV (13 eps) | 2022
3;Gintama: The Very Final;4.5;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-the-very-final;Movie (1 ep) | 2021
4;Demon Slayer: Kimetsu no Yaiba;4.5;animeplanet;comedy;https://www.anime-planet.com/anime/demon-slayer-kimetsu-no-yaiba;TV (26 eps) | 2019
5;Gintama': Enchousen;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-enchousen;TV (13 eps) | 2012 - 2013
6;Gintama Kanketsu-hen: Yorozuya yo Eien Nare;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-kanketsu-hen-yorozuya-yo-eien-nare;Movie (1 ep) | 2013
7;Mob Psycho 100 II;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/mob-psycho-100-ii;TV (13 eps) | 2019
8;Gintama°;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-2015;TV (51 eps) | 2015 - 2016
9;Gintama: Shirogane no Tamashii-hen 2;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-shirogane-no-tamashii-hen-2;TV (14 eps) | 2018
10;Gintama.;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-2017;TV (12 eps) | 2017
11;Gintama: Shirogane no Tamashii-hen;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-shirogane-no-tamashii-hen;TV (12 eps) | 2018
12;SPY x FAMILY;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/spy-x-family;TV (12 eps) | 2022
13;Gintama';4.4;animeplanet;comedy;https://www.anime-planet.com/anime/gintama-2011;TV (51 eps) | 2011 - 2012
14;One-Punch Man;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/one-punch-man;TV (12 eps) | 2015
15;Fruits Basket 2nd Season;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/fruits-basket-2nd-season;TV (25 eps) | 2020
16;Bungo Stray Dogs 5th Season;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/bungo-stray-dogs-5th-season;TV (11 eps) | 2023
17;The Dangers in My Heart 2nd Season;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/the-dangers-in-my-heart-2nd-season;TV (13 eps) | 2024
18;That Time I Got Reincarnated as a Slime;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/that-time-i-got-reincarnated-as-a-slime;TV (24 eps) | 2018 - 2019
19;Assassination Classroom 2nd Season;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/assassination-classroom-2nd-season;TV (25 eps) | 2016
20;Bungo Stray Dogs 4th Season;4.4;animeplanet;comedy;https://www.anime-planet.com/anime/bungo-stray-dogs-4th-season;TV (13 eps) | 2023
