Rank;Title;Score;Source;Category;URL;Additional_Info
3;Ashita no Joe 2;9.64;anidb;romance;https://anidb.net/anime/1458;Type: TV Series | Episodes: 47
4;Kusuriya no Hitorigoto;9.49;anidb;romance;https://anidb.net/anime/17870;Type: TV Series | Episodes: 24
5;"Steins;Gate";9.47;anidb;romance;https://anidb.net/anime/7729;Type: TV Series | Episodes: 24
6;Suzumiya Haruhi no Shoushitsu;9.39;anidb;romance;https://anidb.net/anime/7221;Type: Movie | Episodes: 1
7;Owarimonogatari (2017);9.27;anidb;romance;https://anidb.net/anime/13033;Type: TV Special | Episodes: 2
8;Aria the Origination;9.24;anidb;romance;https://anidb.net/anime/5424;Type: TV Series | Episodes: 13
9;Clannad: After Story;9.24;anidb;romance;https://anidb.net/anime/5841;Type: TV Series | Episodes: 22
10;Fruits Basket the Final;9.22;anidb;romance;https://anidb.net/anime/15738;Type: TV Series | Episodes: 13
11;Usagi Drop;9.15;anidb;romance;https://anidb.net/anime/8211;Type: TV Series | Episodes: 11
12;Eiga Koe no Katachi;9.14;anidb;romance;https://anidb.net/anime/10937;Type: Movie | Episodes: 1
13;Ping Pong the Animation;9.13;anidb;romance;https://anidb.net/anime/10400;Type: TV Series | Episodes: 11
14;Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku Hen;9.13;anidb;romance;https://anidb.net/anime/73;Type: OVA | Episodes: 4
15;Cross Game;9.12;anidb;romance;https://anidb.net/anime/6424;Type: TV Series | Episodes: 50
16;Kono Sekai no Katasumi ni;9.10;anidb;romance;https://anidb.net/anime/9376;Type: Movie | Episodes: 1
17;Kono Sekai no (Sara ni Ikutsumo no) Katasumi ni;9.09;anidb;romance;https://anidb.net/anime/14233;Type: Movie | Episodes: 1
18;Shouwa Genroku Rakugo Shinjuu (2016);9.09;anidb;romance;https://anidb.net/anime/10960;Type: TV Series | Episodes: 13
19;Kimi no Na wa.;9.06;anidb;romance;https://anidb.net/anime/11829;Type: Movie | Episodes: 1
20;Monogatari Series: Second Season;9.03;anidb;romance;https://anidb.net/anime/9183;Type: TV Series | Episodes: 26
1;Heaven Official's Blessing 2nd Season;4.5;animeplanet;romance;https://www.anime-planet.com/anime/heaven-officials-blessing-2nd-season;Web (12 eps) | 2023 - 2024
2;Fruits Basket the Final Season;4.5;animeplanet;romance;https://www.anime-planet.com/anime/fruits-basket-the-final-season;TV (13 eps) | 2021
3;your name.;4.5;animeplanet;romance;https://www.anime-planet.com/anime/your-name;Movie (1 ep) | 2016
4;Heaven Official's Blessing Special;4.5;animeplanet;romance;https://www.anime-planet.com/anime/heaven-officials-blessing-special;Web (1 ep) | 2021
5;Kaguya-sama: Love is War - Ultra Romantic;4.5;animeplanet;romance;https://www.anime-planet.com/anime/kaguya-sama-love-is-war-ultra-romantic;TV (13 eps) | 2022
6;Heaven Official's Blessing;4.5;animeplanet;romance;https://www.anime-planet.com/anime/heaven-officials-blessing;Web (11 eps) | 2020 - 2021
7;Clannad After Story;4.4;animeplanet;romance;https://www.anime-planet.com/anime/clannad-after-story;TV (24 eps) | 2008 - 2009
8;Howl's Moving Castle;4.4;animeplanet;romance;https://www.anime-planet.com/anime/howls-moving-castle;Movie (1 ep) | 2004
9;Given;4.4;animeplanet;romance;https://www.anime-planet.com/anime/given;TV (11 eps) | 2019
10;Fruits Basket 2nd Season;4.4;animeplanet;romance;https://www.anime-planet.com/anime/fruits-basket-2nd-season;TV (25 eps) | 2020
11;The Dangers in My Heart 2nd Season;4.4;animeplanet;romance;https://www.anime-planet.com/anime/the-dangers-in-my-heart-2nd-season;TV (13 eps) | 2024
12;Kamisama Kiss: Kako-hen;4.4;animeplanet;romance;https://www.anime-planet.com/anime/kamisama-kiss-kako-hen;OVA (4 eps) | 2015 - 2016
13;Yona of the Dawn: Zeno Arc;4.4;animeplanet;romance;https://www.anime-planet.com/anime/yona-of-the-dawn-zeno-arc;OVA (2 eps) | 2016
14;Kaguya-sama: Love is War - The First Kiss Never Ends;4.3;animeplanet;romance;https://www.anime-planet.com/anime/kaguya-sama-love-is-war-the-first-kiss-never-ends;Movie (1 ep) | 2022
15;Kaguya-sama: Love Is War?;4.3;animeplanet;romance;https://www.anime-planet.com/anime/kaguya-sama-love-is-war-2;TV (12 eps) | 2020
16;Monogatari Series: Second Season;4.3;animeplanet;romance;https://www.anime-planet.com/anime/monogatari-series-second-season;TV (26 eps) | 2013
17;Hotarubi no Mori e;4.3;animeplanet;romance;https://www.anime-planet.com/anime/hotarubi-no-mori-e;Movie (1 ep) | 2011
18;I Want to Eat Your Pancreas;4.3;animeplanet;romance;https://www.anime-planet.com/anime/i-want-to-eat-your-pancreas;Movie (1 ep) | 2018
19;Sasaki and Miyano;4.3;animeplanet;romance;https://www.anime-planet.com/anime/sasaki-and-miyano;TV (12 eps) | 2022
20;Owarimonogatari II;4.3;animeplanet;romance;https://www.anime-planet.com/anime/owarimonogatari-ii;TV Special (2 eps) | 2017
